City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Clyde River,CA,70.4692,-68.5914,23.23,86,75,11.5,broken clouds
347,Chicama,PE,-7.8447,-79.1469,61.34,66,57,8.63,broken clouds
348,Luderitz,NA,-26.6481,15.1594,58.1,61,20,23.13,few clouds
349,Nioro,GM,13.35,-15.75,104.54,11,26,6.46,scattered clouds
350,Kayerkan,RU,69.3497,87.7602,44.53,52,100,6.02,overcast clouds
351,Rabo De Peixe,PT,37.8,-25.5833,62.11,77,20,12.66,few clouds
352,Micheweni,TZ,-4.9667,39.8333,78.73,81,58,9.24,light rain
353,Kaeo,NZ,-35.1,173.7833,50.32,87,77,9.04,broken clouds
354,Soure,BR,-0.7167,-48.5233,72.57,96,100,6.91,overcast clouds
355,Saint-Georges,GD,12.0564,-61.7485,87.48,62,40,17.27,scattered clouds
356,Waspan,NI,14.7419,-83.9717,83.26,74,99,5.97,overcast clouds
357,Rawson,AR,-43.3002,-65.1023,67.75,37,75,25.99,broken clouds
358,Chitral,PK,35.8462,71.7858,66.29,58,75,5.32,broken clouds
359,Loandjili,CG,-4.7561,11.8578,78.91,89,100,12.66,overcast clouds
360,Ilulissat,GL,69.2167,-51.1,36.79,59,20,3.96,few clouds
361,Umm Lajj,SA,25.0213,37.2685,83.44,57,0,6.31,clear sky
362,Coquimbo,CL,-29.9533,-71.3436,65.93,45,0,3.44,clear sky
363,Bandarbeyla,SO,9.4942,50.8122,80.96,83,68,30.42,broken clouds
364,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,66,0,1.14,clear sky
365,Manokwari,ID,-0.8667,134.0833,78.78,82,78,2.06,broken clouds
366,Payo,ID,-3.7508,103.6372,74.25,91,46,2.21,scattered clouds
367,Katobu,ID,-4.9408,122.5276,75.22,87,81,4.14,broken clouds
368,Egvekinot,RU,66.3167,-179.1667,30.04,91,83,2.48,broken clouds
369,Saint Anthony,US,45.0205,-93.218,57.18,82,100,5.01,overcast clouds
370,Port Hedland,AU,-20.3167,118.5667,73.45,94,75,0.0,broken clouds
371,Ucluelet,CA,48.9329,-125.5528,54.09,80,4,4.97,clear sky
372,Uberaba,BR,-19.7483,-47.9319,63.18,51,0,5.75,clear sky
373,Calama,CL,-22.4667,-68.9333,66.69,13,0,10.36,clear sky
374,Aklavik,CA,68.2191,-135.0107,42.8,61,75,2.3,broken clouds
375,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.57,42,2,9.1,clear sky
376,Lensk,RU,60.7253,114.9278,40.53,97,44,3.87,scattered clouds
377,Yima,CN,34.7381,111.8839,67.59,43,65,3.74,broken clouds
378,Bahar,IR,34.9072,48.4414,77.16,15,20,18.41,few clouds
379,Mayo,US,38.8876,-76.5119,88.12,71,40,9.22,scattered clouds
380,Alyangula,AU,-13.8483,136.4192,78.06,77,0,11.36,clear sky
381,Thunder Bay,CA,48.4001,-89.3168,52.29,96,100,4.61,overcast clouds
382,Piojo,CO,10.7485,-75.1078,81.16,62,99,7.83,overcast clouds
383,Kochevo,RU,59.5994,54.3125,34.57,97,100,6.17,light snow
384,Kosa,RU,59.9445,54.9977,33.96,98,100,5.35,light snow
385,Yekaterinovka,RU,52.0508,44.3451,45.0,65,68,13.29,broken clouds
386,Hohhot,CN,40.8106,111.6522,71.89,17,20,2.24,few clouds
387,Sur,OM,22.5667,59.5289,94.03,38,0,8.19,clear sky
388,Athabasca,CA,54.7169,-113.2854,43.21,43,93,12.84,overcast clouds
389,San Rafael Del Sur,NI,11.8485,-86.4384,77.97,80,100,2.28,overcast clouds
390,Komsomolskiy,UZ,40.4272,71.7189,74.12,40,100,6.91,overcast clouds
391,Miedzychod,PL,52.5988,15.897,75.31,42,90,7.11,overcast clouds
392,Yuci,CN,37.6803,112.7319,58.75,55,0,2.24,clear sky
393,Oranjemund,NA,-28.55,16.4333,56.08,73,8,10.0,clear sky
394,Cutro,IT,39.0353,16.9819,74.66,34,0,5.61,clear sky
395,Tayu,ID,-6.5397,111.0518,79.09,86,100,5.35,light rain
396,Mudon,MM,16.2578,97.7164,77.49,92,100,9.71,moderate rain
397,Erenhot,CN,43.6475,111.9767,70.99,15,8,10.13,clear sky
398,Gavle,SE,60.6745,17.1417,57.38,59,99,1.99,overcast clouds
399,Atambua,ID,-9.1061,124.8925,71.46,88,15,5.55,few clouds
400,Mandalgovi,MN,45.7625,106.2708,63.88,28,63,6.71,broken clouds
401,Cap Malheureux,MU,-19.9842,57.6142,76.46,69,6,5.99,clear sky
402,Manoel Urbano,BR,-8.8389,-69.2597,83.17,39,74,0.92,broken clouds
403,Garowe,SO,8.4054,48.4845,92.08,34,96,18.57,overcast clouds
404,Sangar,RU,63.9242,127.4739,36.21,78,2,3.58,clear sky
405,Qeshm,IR,26.9581,56.2719,93.07,49,0,6.53,clear sky
406,Tabas,IR,33.5959,56.9244,89.04,10,23,7.52,few clouds
407,Jumla,NP,29.2747,82.1838,57.0,70,73,3.04,broken clouds
408,Nantucket,US,41.2835,-70.0995,62.74,95,15,5.99,few clouds
409,Nouadhibou,MR,20.931,-17.0347,71.58,73,80,23.02,broken clouds
410,Konevo,RU,62.1215,39.3192,45.27,51,100,5.08,overcast clouds
411,Amuntai,ID,-2.4177,115.2494,74.95,99,100,2.19,overcast clouds
412,Floro,NO,61.5996,5.0328,64.47,76,20,11.5,few clouds
413,Fortuna Foothills,US,32.6578,-114.4119,81.55,41,0,12.59,clear sky
414,Talnakh,RU,69.4865,88.3972,45.21,67,100,6.44,overcast clouds
415,La Palma,US,33.8464,-118.0467,64.33,88,100,4.61,mist
416,Marabba,SD,12.35,32.1833,98.37,24,100,13.13,overcast clouds
417,Hit,IQ,33.6416,42.8251,89.89,13,98,15.37,overcast clouds
418,Arlit,NE,18.7369,7.3853,104.36,8,57,13.4,broken clouds
419,Wajima,JP,37.4,136.9,62.53,63,100,5.23,overcast clouds
420,Sovetskiy,RU,61.3614,63.5842,36.79,97,100,11.54,light rain
421,Okhotsk,RU,59.3833,143.3,33.21,96,98,4.97,overcast clouds
422,Mount Gambier,AU,-37.8333,140.7667,43.57,92,8,5.91,clear sky
423,Kaduna,NG,10.5222,7.4383,90.5,36,88,3.74,overcast clouds
424,Beringovskiy,RU,63.05,179.3167,32.72,94,100,2.98,overcast clouds
425,Imeni Zhelyabova,RU,58.9544,36.5956,50.58,46,77,2.62,broken clouds
426,Acajutla,SV,13.5928,-89.8275,85.12,64,68,4.38,broken clouds
427,Meulaboh,ID,4.1363,96.1285,79.47,82,100,2.86,overcast clouds
428,Barabinsk,RU,55.3571,78.357,54.27,77,82,12.59,light rain
429,Dosso,NE,13.049,3.1937,102.9,21,61,10.67,broken clouds
430,Grindavik,IS,63.8424,-22.4338,55.87,62,75,9.22,broken clouds
431,Bogovarovo,RU,58.9785,47.0246,39.83,85,100,9.24,overcast clouds
432,La Orilla,MX,17.9833,-102.2333,83.48,48,35,4.34,scattered clouds
433,Yacuiba,BO,-22.038,-63.6797,70.57,46,0,5.75,clear sky
434,Burhar,IN,23.2167,81.5333,92.07,14,1,6.89,clear sky
435,Kamyshin,RU,50.0983,45.416,51.22,64,93,16.58,overcast clouds
436,Esmeraldas,BR,-19.7625,-44.3139,71.71,35,0,1.21,clear sky
437,Inhambane,MZ,-23.865,35.3833,78.78,83,75,11.5,broken clouds
438,Vestmanna,FO,62.1564,-7.1664,49.12,93,75,19.57,broken clouds
439,Ozernovskiy,RU,51.5,156.5167,44.42,86,100,4.38,light rain
440,Maumere,ID,-8.6199,122.2111,79.14,74,78,2.64,broken clouds
441,Camapua,BR,-19.5314,-54.0439,72.88,30,0,3.04,clear sky
442,Goroka,PG,-6.0834,145.3873,61.43,98,97,0.87,overcast clouds
443,Bubaque,GW,11.2833,-15.8333,78.75,78,28,12.71,scattered clouds
444,Sorland,NO,67.667,12.6934,46.26,99,100,14.43,overcast clouds
445,Sehithwa,BW,-20.4667,22.7167,80.19,20,83,11.18,broken clouds
446,Baykit,RU,61.67,96.37,50.81,81,88,2.86,overcast clouds
447,Poronaysk,RU,49.2167,143.1167,37.33,93,100,8.77,overcast clouds
448,Kununurra,AU,-15.7667,128.7333,82.38,39,0,10.36,clear sky
449,Morshansk,RU,53.4435,41.8107,46.09,62,22,7.2,few clouds
450,Brownsville,US,25.9018,-97.4975,88.09,72,75,26.46,broken clouds
451,Kisangani,CD,0.5167,25.2,75.99,88,100,4.88,light rain
452,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,71,75,29.93,broken clouds
453,Puerto Escondido,MX,15.85,-97.0667,87.91,44,100,12.5,overcast clouds
454,Bilibino,RU,68.0546,166.4372,33.12,89,66,3.09,broken clouds
455,Barahona,DO,18.2085,-71.1008,87.62,74,20,11.5,few clouds
456,Methven,NZ,-43.6333,171.65,40.01,60,56,4.0,broken clouds
457,Kommunisticheskiy,RU,61.6789,64.4819,34.65,98,100,11.95,snow
458,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,100,4.47,light intensity shower rain
459,Fort Frances,CA,48.5999,-93.4003,53.17,69,81,3.0,broken clouds
460,Honiara,SB,-9.4333,159.95,76.64,88,38,3.06,scattered clouds
461,Monrovia,LR,6.3005,-10.7969,81.46,79,100,9.08,light rain
462,Nerchinskiy Zavod,RU,51.3088,119.61,48.76,50,65,5.37,broken clouds
463,The Valley,AI,18.217,-63.0578,85.86,78,20,13.8,few clouds
464,Straumen,NO,63.8709,11.2999,64.4,63,63,2.68,broken clouds
465,Kailua,US,21.4022,-157.7394,75.65,90,99,1.01,overcast clouds
466,Hasanabad,IR,36.5465,61.0543,87.28,18,0,7.18,clear sky
467,Novobirilyussy,RU,56.9514,90.6661,56.16,53,5,6.87,clear sky
468,Calvia,ES,39.5657,2.5062,90.07,31,51,11.48,broken clouds
469,Flin Flon,CA,54.7682,-101.865,33.64,69,100,10.36,overcast clouds
470,Emba,KZ,48.8264,58.1442,61.03,87,100,20.36,moderate rain
471,Brodokalmak,RU,55.5748,62.082,54.5,62,100,3.89,overcast clouds
472,Shihezi,CN,44.3,86.0333,74.68,25,9,4.72,clear sky
473,Rincon,US,32.296,-81.2354,89.85,40,96,7.34,overcast clouds
474,Talaya,RU,61.3833,152.75,30.27,92,99,3.89,overcast clouds
475,Belomorsk,RU,64.5232,34.7668,39.34,56,100,5.21,overcast clouds
476,Gazli,UZ,40.1333,63.45,83.66,14,0,6.71,clear sky
477,Glendora,US,34.1361,-117.8653,66.43,90,100,5.75,mist
478,Yabelo,ET,4.8833,38.0833,63.1,69,99,7.67,overcast clouds
479,Stanger,ZA,-29.3282,31.2895,69.69,82,84,11.59,broken clouds
480,Port Hueneme,US,34.1478,-119.1951,63.07,91,88,4.0,overcast clouds
481,Capalonga,PH,14.3306,122.4937,79.12,86,100,3.4,moderate rain
482,Berlevag,NO,70.8578,29.0864,40.95,60,20,13.8,few clouds
483,Havelock,US,34.8791,-76.9013,91.98,74,31,7.0,scattered clouds
484,Demyanovo,RU,60.3511,47.0842,42.78,57,100,8.25,overcast clouds
485,Severo-Yeniseyskiy,RU,60.3725,93.0408,46.47,79,38,5.12,scattered clouds
486,Palpa,PE,-14.5336,-75.1856,79.9,50,61,6.31,broken clouds
487,Adamas,GR,36.7333,24.4333,64.99,67,39,26.15,scattered clouds
488,Maceio,BR,-9.6658,-35.7353,80.04,78,75,11.5,light rain
489,Lubbock,US,33.6001,-101.8338,89.44,12,6,13.31,clear sky
490,Tura,IN,25.5198,90.2201,71.82,97,5,3.62,clear sky
491,Takoradi,GH,4.8845,-1.7554,82.08,77,100,11.3,light rain
492,Nikel,RU,69.4128,30.222,42.98,76,99,11.52,overcast clouds
493,Pedasi,PA,7.5333,-80.0333,81.07,91,100,3.31,overcast clouds
494,Amapa,BR,1.0,-52.0,72.84,98,100,0.81,overcast clouds
495,Kizner,RU,56.2749,51.508,43.34,77,100,4.25,overcast clouds
496,Artyom,AZ,40.4723,50.333,59.14,75,100,25.26,overcast clouds
497,Port Hardy,CA,50.6996,-127.4199,48.2,87,100,2.3,overcast clouds
498,Henties Bay,NA,-22.116,14.2845,58.57,76,0,22.48,clear sky
499,Phuket,TH,8.0,98.25,86.09,83,20,8.05,few clouds
500,Marsh Harbour,BS,26.5412,-77.0636,80.01,77,100,12.01,light rain
501,Yashan,CN,22.1975,109.9419,73.58,90,54,3.11,broken clouds
502,Gracac,HR,44.3006,15.8547,71.35,45,67,3.76,broken clouds
503,Chubbuck,US,42.9208,-112.4661,40.14,76,75,10.36,broken clouds
504,Brandon,US,27.9378,-82.2859,81.9,44,80,9.86,light rain
505,Wahiawa,US,21.5028,-158.0236,72.37,90,100,0.0,overcast clouds
506,Husavik,IS,66.0449,-17.3389,54.01,61,99,8.39,overcast clouds
507,Itoman,JP,26.1247,127.6694,77.4,88,100,23.02,heavy intensity rain
508,Kutum,SD,14.2,24.6667,92.41,8,4,12.88,clear sky
509,Jurm,AF,36.8648,70.8342,60.26,69,89,1.01,overcast clouds
510,Bismarck,US,46.8083,-100.7837,38.8,90,0,25.32,light intensity drizzle
511,Onguday,RU,50.75,86.15,54.48,82,51,2.01,broken clouds
512,Olinda,BR,-8.0089,-34.8553,85.73,66,75,9.22,broken clouds
513,Hashtrud,IR,37.4779,47.0508,62.91,33,0,19.15,clear sky
514,Borovskoy,KZ,53.8,64.15,54.68,42,100,4.7,overcast clouds
515,Sarangani,PH,5.4033,125.4636,83.35,76,68,11.83,broken clouds
516,Labuan,MY,5.2767,115.2417,79.16,100,40,1.14,moderate rain
517,Lavrentiya,RU,65.5833,-171.0,29.46,91,85,6.69,overcast clouds
518,Anori,BR,-3.7728,-61.6442,83.34,54,81,1.16,broken clouds
519,San Julian,MX,21.0167,-102.1667,75.78,15,5,5.61,clear sky
520,Padang,ID,-0.9492,100.3543,77.05,88,69,2.77,broken clouds
521,Kloulklubed,PW,7.0419,134.2556,83.7,74,100,10.65,overcast clouds
522,Shellbrook,CA,53.2168,-106.4011,38.43,70,100,15.46,overcast clouds
523,Chernyy Yar,RU,48.0624,46.1091,53.82,75,82,8.75,heavy intensity rain
524,Azangaro,PE,-14.9167,-70.2167,55.17,26,32,1.16,scattered clouds
525,Narsaq,GL,60.9167,-46.05,45.0,57,29,5.61,scattered clouds
526,Broken Hill,AU,-31.95,141.4333,50.77,73,93,8.95,overcast clouds
527,Bentiu,SS,9.2333,29.8333,77.58,67,96,9.8,moderate rain
528,Kendari,ID,-3.945,122.4989,75.72,94,100,3.91,overcast clouds
529,Krasnoselkup,RU,65.7,82.4667,49.87,79,100,16.15,light rain
530,Hualmay,PE,-11.0964,-77.6139,68.99,79,65,9.55,broken clouds
531,Baherden,TM,38.4362,57.4316,88.59,20,0,4.92,clear sky
532,Salinas,US,36.6777,-121.6555,61.99,39,4,3.27,clear sky
533,Bushehr,IR,28.9684,50.8385,87.89,40,0,21.85,clear sky
534,Vila,PT,42.0304,-8.1588,80.71,43,68,4.65,broken clouds
535,Quatre Cocos,MU,-20.2078,57.7625,76.08,71,13,15.86,few clouds
536,Adrar,MR,20.5022,-10.0711,105.78,4,55,10.65,broken clouds
537,Tromso,NO,69.6496,18.957,48.22,49,0,11.5,clear sky
538,Verkhnyaya Inta,RU,65.9811,60.3094,39.24,58,100,14.79,overcast clouds
539,Leiyang,CN,26.4024,112.8591,62.42,95,81,0.36,broken clouds
540,Rajula,IN,21.05,71.4333,83.59,71,2,18.14,clear sky
541,Port Keats,AU,-14.25,129.55,76.05,54,0,5.68,clear sky
542,Ust-Uda,RU,54.1742,103.0304,59.4,88,100,12.17,moderate rain
543,Greaca,RO,44.1094,26.3394,79.21,51,22,6.89,few clouds
544,Vitim,RU,59.4511,112.5578,43.05,90,86,2.15,overcast clouds
545,Gigmoto,PH,13.7796,124.39,80.35,87,99,8.25,overcast clouds
546,Kinshasa,CD,-4.3246,15.3215,88.18,66,20,4.61,light rain
547,Ahuimanu,US,21.4447,-157.8378,75.36,91,100,5.75,light rain
548,Grand Island,US,40.925,-98.342,60.24,50,100,11.01,overcast clouds
549,Linjiang,CN,41.8069,126.9078,55.94,84,61,3.33,broken clouds
550,Wanlaweyn,SO,2.6185,44.8938,80.38,67,97,18.21,overcast clouds
551,Arrifes,PT,37.7667,-25.7,61.05,77,20,12.66,few clouds
552,Palmer,US,42.1584,-72.3287,74.64,57,16,1.99,few clouds
553,Prince Rupert,CA,54.3161,-130.3201,44.29,96,100,4.61,mist
554,Khovu-Aksy,RU,51.1333,93.6,49.08,89,100,2.44,overcast clouds
555,Jalingo,NG,8.8833,11.3667,94.06,40,93,6.78,overcast clouds
556,Suntar,RU,62.1444,117.6319,44.17,83,60,3.91,broken clouds
557,Hudson Bay,CA,52.85,-102.3842,36.21,62,100,12.3,overcast clouds
558,Novikovo,RU,51.1537,37.8879,54.1,67,100,7.23,overcast clouds
559,Atar,MR,20.5169,-13.0499,104.14,10,90,6.11,overcast clouds
560,Launceston,AU,-41.45,147.1667,42.62,94,100,5.75,overcast clouds
561,Santa Cruz,BO,-17.8,-63.1667,71.06,35,5,8.05,clear sky
562,Assiniboia,CA,49.6334,-105.9845,35.42,64,100,20.71,overcast clouds
563,Sinnamary,GF,5.3833,-52.95,78.42,88,98,6.73,overcast clouds
564,Hami,CN,42.8,93.45,77.76,27,50,22.19,scattered clouds
565,Krasnaya Gora,RU,52.9995,31.6023,54.1,95,100,5.08,light rain
566,Davenport,US,41.5236,-90.5776,78.67,77,100,14.97,overcast clouds
567,Jaffna,LK,9.6685,80.0074,83.46,83,49,26.64,scattered clouds
568,Xichang,CN,27.8964,102.2634,57.81,86,100,0.74,overcast clouds
569,Ouango,CF,4.3133,22.5552,80.64,74,74,2.04,broken clouds
570,Kudamatsu,JP,34.0,131.8667,59.02,83,100,2.51,overcast clouds
571,Serik,TR,36.9169,31.0989,81.75,53,4,3.87,clear sky
572,Ambilobe,MG,-13.2,49.05,74.62,76,100,3.96,overcast clouds
573,Necochea,AR,-38.5473,-58.7368,58.59,45,82,13.87,broken clouds
574,Tete,MZ,-16.1564,33.5867,87.89,45,40,5.75,scattered clouds
575,Hambantota,LK,6.1241,81.1185,80.94,94,20,10.36,few clouds
576,Santona,ES,43.4439,-3.4576,66.7,76,98,5.06,overcast clouds
577,Burns Lake,CA,54.2331,-125.7533,42.22,62,8,1.16,clear sky
578,Abu Samrah,SY,35.3029,37.1841,80.44,18,0,13.13,clear sky
579,Sungaipenuh,ID,-2.0833,101.3833,65.79,97,88,0.76,overcast clouds
580,Ulladulla,AU,-35.35,150.4667,51.76,77,100,5.14,overcast clouds
581,Punta Gorda,US,26.9298,-82.0454,86.04,80,75,6.91,broken clouds
582,Saint-Augustin,CA,51.226,-58.6502,58.69,42,67,10.51,broken clouds
583,Bodmin,GB,50.4715,-4.7243,60.76,77,40,19.57,scattered clouds
584,Sulya,IN,12.5667,75.3833,73.71,98,62,1.19,broken clouds
585,Jaisalmer,IN,26.9147,70.9181,97.18,28,2,26.69,clear sky
586,Shimoda,JP,34.6667,138.95,66.51,86,100,9.75,overcast clouds
587,Kieta,PG,-6.2167,155.6333,78.66,85,11,1.88,few clouds
588,Berdigestyakh,RU,62.0989,126.6992,35.96,88,1,4.94,clear sky
589,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,20,12.66,few clouds
590,Bloemfontein,ZA,-29.1211,26.214,49.48,81,100,5.75,light rain
591,Westport,US,41.1415,-73.3579,72.45,65,65,7.56,broken clouds
592,Neftcala,AZ,39.3742,49.2472,59.79,61,100,16.55,light rain
593,Palembang,ID,-2.9167,104.7458,78.89,89,20,3.44,few clouds
594,Salaya,IN,22.3167,69.6,83.39,75,0,17.56,clear sky
595,Garoua Boulai,CM,5.8833,14.55,70.2,91,92,2.33,light rain
596,Cordoba,AR,-31.4135,-64.1811,70.43,35,0,4.61,clear sky
597,Pillaro,EC,-1.1667,-78.5333,57.97,51,75,10.0,broken clouds
598,Pangnirtung,CA,66.1451,-65.7125,35.02,83,100,0.67,overcast clouds
599,Nishihara,JP,26.1842,127.7558,76.68,88,100,23.02,heavy intensity rain
600,Kardymovo,RU,54.8902,32.4311,49.41,78,100,6.15,moderate rain
601,Kilakarai,IN,9.2333,78.7833,85.17,70,68,20.96,broken clouds
602,Lebedyan,RU,53.0194,39.1664,49.08,60,63,6.58,broken clouds
603,Ahipara,NZ,-35.1667,173.1667,57.74,65,100,15.3,overcast clouds
604,Tessalit,ML,20.1986,1.0114,104.41,7,6,8.37,clear sky
605,Meadow Lake,US,34.8014,-106.5436,74.7,18,21,14.54,few clouds
606,Porgera,PG,-5.4667,143.2,44.89,99,99,0.4,overcast clouds
607,Prescott,US,34.54,-112.4685,69.94,28,0,5.99,clear sky
608,Mahajanga,MG,-15.7167,46.3167,84.22,54,20,2.3,few clouds
609,Pacific Grove,US,36.6177,-121.9166,59.54,82,0,11.99,clear sky
610,Mushie,CD,-3.0167,16.9,77.11,88,100,1.34,light rain
611,Hamilton,US,39.1834,-84.5333,82.26,69,99,5.01,overcast clouds
612,Broome,US,42.2506,-75.833,74.46,60,37,3.0,scattered clouds
613,Puro,PH,12.4841,123.3827,82.06,80,97,5.73,overcast clouds
614,Jieshi,CN,22.8134,115.8257,79.95,89,25,4.83,scattered clouds
615,Billings,US,45.7833,-108.5007,39.29,82,100,10.36,overcast clouds
616,Mahanoro,MG,-19.9,48.8,69.4,84,98,4.12,overcast clouds
617,Machico,PT,32.7,-16.7667,72.01,76,75,13.8,broken clouds
618,Mandurah,AU,-32.55,115.7,56.91,82,5,6.29,clear sky
619,Fairbanks,US,64.8378,-147.7164,56.23,65,0,5.75,clear sky
620,Deputatskiy,RU,69.3,139.9,22.17,97,100,0.49,overcast clouds
621,Ledec,CZ,49.9745,15.5937,82.08,46,20,5.75,few clouds
622,Breves,BR,-1.6822,-50.4803,72.97,98,100,1.45,light rain
623,Adre,TD,13.4667,22.2,99.14,8,2,11.12,clear sky
624,Hofn,IS,64.2539,-15.2082,50.02,87,100,13.8,mist
625,Acapulco,MX,16.8634,-99.8901,83.55,50,37,6.53,scattered clouds
626,Herat,AF,34.5,62.0,74.26,24,0,7.18,clear sky
627,Port Augusta,AU,-32.5,137.7667,49.35,61,0,5.99,clear sky
628,Bechem,GH,7.0903,-2.025,77.32,90,100,3.85,light rain
629,Eureka,US,40.8021,-124.1637,55.2,75,11,8.99,few clouds
630,Labuhan,ID,-6.8844,112.2051,78.87,87,100,9.91,moderate rain
631,General Roca,AR,-39.0333,-67.5833,63.99,33,98,23.2,overcast clouds
632,Zyryanka,RU,65.75,150.85,41.77,75,23,8.86,few clouds
633,Baturaja,ID,-4.1333,104.1667,74.5,96,82,2.08,broken clouds
634,Vredendal,ZA,-31.6683,18.5012,58.21,63,3,17.63,clear sky
635,Alice Springs,AU,-23.7,133.8833,47.75,81,1,4.61,clear sky
636,Sylva,RU,58.0348,56.7635,51.17,66,88,4.72,overcast clouds
637,Tashtyp,RU,52.7939,89.8983,57.96,54,71,4.76,broken clouds
638,Bosaso,SO,11.2842,49.1816,87.28,52,12,0.83,few clouds
639,Novo Aripuana,BR,-5.1206,-60.3797,82.96,52,98,0.09,overcast clouds
640,Charters Towers,AU,-20.1,146.2667,64.2,88,38,13.87,scattered clouds
641,Coos Bay,US,43.3665,-124.2179,51.24,100,4,7.36,clear sky
642,Shintomi,JP,32.0785,131.4723,58.17,95,100,8.75,moderate rain
643,Vila Do Maio,CV,15.1333,-23.2167,81.39,83,70,16.2,broken clouds
644,Tabou,CI,4.423,-7.3528,79.21,88,95,11.63,moderate rain
