City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
321,Moosomin,CA,42.04,heavy intensity rain,50.1333,-101.6677,Motel 6
322,Whitehorse,CA,56.17,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
323,Kota Kinabalu,MY,82.38,few clouds,5.9749,116.0724,Gaya Centre Hotel
324,Gilbues,BR,71.87,overcast clouds,-9.8317,-45.3439,Hotel Camapuã
325,Saint-Francois,FR,60.24,clear sky,46.4154,3.9054,Manoir Du Bonheur
326,Ambulu,ID,82.65,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
327,Saint-Pierre,RE,69.48,clear sky,-21.3393,55.4781,Alize Plage
328,Nizwa,OM,82.69,clear sky,22.9333,57.5333,Orient Apartments
329,Sao Joao Da Barra,BR,63.95,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
330,Presidente Franco,PY,50.52,few clouds,-25.5333,-54.6167,Hotel Dan Inn Express Foz do Iguaçu.
331,Shelburne,CA,59.79,broken clouds,44.0787,-80.2041,The Retreat at the Farm
332,Yar-Sale,RU,33.82,overcast clouds,66.8333,70.8333,Yalemd
333,Mago,RU,50.76,scattered clouds,53.2514,140.1822,
334,West Wendover,US,60.01,scattered clouds,40.7391,-114.0733,"Motel 6 Wendover, UT"
335,Bantry,IE,54.79,broken clouds,51.6833,-9.45,The Maritime Hotel
336,Nipawin,CA,46.44,few clouds,53.3668,-104.0009,Tobin Lake Motel
337,Arcachon,FR,70.12,mist,44.5875,-1.0519,Hôtel All Suites Le Teich
338,Saint-Augustin,CA,40.37,clear sky,51.226000000000006,-58.6502,
339,Greenwood,US,82.56,clear sky,34.1668,-82.1165,Quality Inn Greenwood Hwy 25
340,Dalbeattie,GB,51.84,broken clouds,54.9328,-3.8227,Craignair Cottage Bed and Breakfast
341,Senanga,ZM,58.91,overcast clouds,-16.1167,23.2667,Zango lodge
342,Manado,ID,88.57,few clouds,1.4869999999999999,124.8455,Aryaduta Hotel
343,Pangnirtung,CA,28.67,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
344,Koslan,RU,35.29,overcast clouds,63.4564,48.8989,
345,Kefalos,GR,61.02,few clouds,36.7453,26.9589,Kokalakis Hotel
346,Khash,IR,74.7,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
347,Hualmay,PE,65.46,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
348,Chicama,PE,61.34,few clouds,-7.8447,-79.1469,Balihai Bungalows
349,Durban,ZA,67.01,few clouds,-29.8579,31.0292,Hilton Durban
350,Touros,BR,78.8,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
351,Pemangkat,ID,85.59,broken clouds,1.1667,108.9667,Ramah Kost KITA
352,Meulaboh,ID,80.92,overcast clouds,4.1363,96.1285,Kost Pria
353,Mikhaylovskoye,RU,64.76,clear sky,51.8239,79.7172,"Terem"""
355,Malanje,AO,59.47,clear sky,-9.5402,16.340999999999998,Hotel Ginga
356,Naze,JP,65.32,light rain,28.3667,129.4833,Shishime Hotel
357,Torbay,CA,44.28,clear sky,47.6666,-52.7314,Gallows Cove
358,Mildura,AU,56.07,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
359,Tashtagol,RU,62.28,broken clouds,52.7657,87.8894,коттедж
360,San-Pedro,CI,77.79,overcast clouds,4.7485,-6.6363,Hotel Maria
361,Villa Del Rosario,CO,79.18,broken clouds,7.8339,-72.4742,Hotel Villas de San Diego
362,Yakima,US,58.44,clear sky,46.4665,-120.6678,
363,Bolivar,US,79.9,overcast clouds,37.6145,-93.4105,Comfort Inn Bolivar
364,Belmonte,BR,69.44,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
365,Elizabeth City,US,77.02,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
366,Kahului,US,84.22,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
367,Cabedelo,BR,77.67,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
368,Port Hardy,CA,51.98,few clouds,50.6996,-127.4199,Airport Inn-Port Hardy
369,Lloydminster,CA,50.22,broken clouds,53.2835,-110.0016,BCMInns - Lloydminster
370,Gemena,CD,69.75,moderate rain,3.25,19.7667,Hôtel Goshen
371,Yeppoon,AU,67.78,overcast clouds,-23.1333,150.7333,Villa Mar Colina
372,Oarai,JP,78.35,overcast clouds,36.3167,140.6,Oarai Hotel
373,Benicarlo,ES,70.9,overcast clouds,40.4165,0.4271,Hotel & Spa Peñíscola Plaza Suites
374,Broken Hill,AU,55.9,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
375,Maningrida,AU,87.64,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
376,Sorland,NO,44.46,broken clouds,67.667,12.6934,Sjybrygga fiskecamp
377,Petropavlovsk-Kamchatskiy,RU,43.39,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
378,Sur,OM,90.36,clear sky,22.5667,59.5289,Sur Plaza Hotel
379,Aswan,EG,83.5,clear sky,24.0934,32.907,Nuba Nile
380,Senno,RU,30.45,few clouds,59.5336,33.9167,
381,Marystown,CA,40.86,clear sky,47.1666,-55.1483,Marystown Hotel & Convention Centre
382,Kushmurun,KZ,55.17,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
383,Corinto,GR,61.9,clear sky,37.9407,22.9573,Ephira Hotel
384,Neuquen,AR,42.69,clear sky,-38.9516,-68.0591,Hotel del Comahue
385,Gamba,GA,75.07,light rain,-2.65,10.0,
386,Hay River,CA,37.38,scattered clouds,60.8156,-115.7999,Ptarmigan Inn
387,Campbell River,CA,59.38,few clouds,50.0163,-125.2446,Anchor Inn & Suites
388,Tazovskiy,RU,38.44,overcast clouds,67.4667,78.7,TazHostel
389,Anadyr,RU,48.7,fog,64.75,177.4833,Отке17.ру — жильё для командированных
390,Manggar,ID,81.9,light rain,-2.8833,108.2667,Guest Hotel
391,Galle,LK,80.69,broken clouds,6.0367,80.217,Amangalla
392,Dandong,CN,71.13,clear sky,40.1292,124.3947,Yiranju Farmstay
393,Mtsensk,RU,45.91,overcast clouds,53.2766,36.5733,Калинина 14
394,Sibu,MY,82.71,few clouds,2.3,111.8167,RH HOTEL (4 Star)
395,Wairoa,NZ,64.54,few clouds,-39.0333,177.3667,Riverside Motor Camp
396,Gat,IL,71.4,broken clouds,31.61,34.7642,OlusHome
397,Tautira,PF,79.54,clear sky,-17.7333,-149.15,Pension Oaoa
398,Viedma,AR,48.18,overcast clouds,-40.8135,-62.9967,Hotel Cristal
399,Khani,GE,40.57,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
400,Ereymentau,KZ,56.97,broken clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
401,Lasa,IT,56.35,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
402,Camocim,BR,76.69,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
403,Ponta Delgada,PT,61.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
404,Amalapuram,IN,87.04,overcast clouds,16.5833,82.0167,swayamprabha service apartments
405,Vestmanna,FO,47.89,light rain,62.1564,-7.1664,Vestmanna Camping
406,Vila Do Maio,CV,72.39,broken clouds,15.1333,-23.2167,Hotel Marilu
407,Westport,US,58.89,broken clouds,41.1415,-73.3579,The Westport Inn
408,Boende,CD,71.8,overcast clouds,-0.2167,20.8667,
409,Parrsboro,CA,55.96,light rain,45.4001,-64.332,Gillespie House Inn
410,Sambava,MG,70.63,broken clouds,-14.2667,50.1667,Melrose
411,Barabinsk,RU,57.67,clear sky,55.3571,78.357,Gostinichnyy Kompleks Noy
412,Toppenish,US,59.83,few clouds,46.3774,-120.3087,Legends Casino Hotel
413,Rodrigues Alves,BR,65.44,broken clouds,-7.7379999999999995,-72.6509,Pousada Aconchego
414,Ornskoldsvik,SE,32.95,overcast clouds,63.2909,18.7153,ファーストホテル スタット
415,Egvekinot,RU,33.17,overcast clouds,66.3167,-179.1667,
416,Chita,RU,67.89,clear sky,52.0333,113.55,Hotel Mont Blanc
417,Zhuanghe,CN,66.61,clear sky,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
418,Springdale,US,80.73,clear sky,36.1867,-94.1288,Springdale Inn
419,Napier,NZ,65.28,clear sky,-39.4833,176.9167,The Nautilus Napier
420,Laiya,PH,86.09,overcast clouds,13.675,121.3903,Blue Coral Beach Resort
421,Norman Wells,CA,55.44,scattered clouds,65.282,-126.8329,Heritage Hotel
422,Alghero,IT,60.89,clear sky,40.5589,8.3181,Smy Carlos V Alghero
423,Husavik,IS,47.17,broken clouds,66.0449,-17.3389,Bjarnabúð
424,Malinyi,TZ,68.52,overcast clouds,-8.9333,36.1333,
425,Tongren,CN,67.75,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
426,Sheregesh,RU,60.93,broken clouds,52.9209,87.9869,Akvilon Hotel
427,San Jeronimo,PE,49.24,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
428,Tiznit,MA,68.52,clear sky,29.5833,-9.5,
429,Adrar,MR,83.62,overcast clouds,20.5022,-10.0711,
430,Comodoro Rivadavia,AR,37.26,clear sky,-45.8667,-67.5,Austral Hotel
431,Namtsy,RU,48.2,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
432,Ostersund,SE,43.25,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
433,Yakeshi,CN,70.11,overcast clouds,49.2833,120.7333,Longhua Hotel
434,Mumford,GH,79.92,overcast clouds,5.2618,-0.759,Spanish Villa
435,Cidreira,BR,55.35,few clouds,-30.1811,-50.2056,Hotel Castelo
436,Hibbing,US,53.02,overcast clouds,47.4272,-92.9377,Americas Best Value Inn Hibbing
437,Hobyo,SO,79.0,broken clouds,5.3505,48.5268,Iftin hotel hobyo
438,Rayevskiy,RU,40.5,clear sky,54.0658,54.9468,Gostinitsa
439,Waingapu,ID,85.32,clear sky,-9.6567,120.2641,Pondok Wisata Elim
440,Rocha,UY,44.65,clear sky,-34.4833,-54.3333,Hotel Arrarte
441,Dondo,MZ,69.31,broken clouds,-19.6094,34.7431,Arco Iris
442,Maniitsoq,GL,36.79,broken clouds,65.4167,-52.9,Hotel Heilmann Lyberth
443,Peniche,PT,62.29,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
444,Durres,AL,50.18,clear sky,41.3231,19.4414,Palace Hotel & Spa Durrës
445,Teya,RU,52.2,light rain,60.3778,92.6267,
446,Namatanai,PG,85.71,light rain,-3.6667,152.4333,Seagulls Inn Namatani
447,Itarema,BR,76.64,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
448,Nizhniy Kuranakh,RU,44.62,light rain,58.8353,125.4869,Park Pobedy
449,Tanout,NE,81.97,scattered clouds,14.9709,8.8879,
450,Sobolevo,RU,43.12,broken clouds,54.4299,31.8996,
451,Moerai,PF,77.45,clear sky,-22.4333,-151.3333,Le Manotel
452,Sarangani,PH,83.52,broken clouds,5.4033,125.4636,Ballistic Islet
453,Tongzi,CN,69.19,overcast clouds,28.7829,105.0877,Jiayuan Hotel
454,Antofagasta,CL,58.28,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
455,Oudtshoorn,ZA,50.36,light rain,-33.5907,22.2014,Earthbound Guest House
456,Prabumulih,ID,81.72,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
457,Dire Dawa,ET,68.29,scattered clouds,9.5931,41.8661,Samrat Hotel
458,Millinocket,US,48.31,overcast clouds,45.6573,-68.7098,Katahdin Inn & Suites
459,Weligama,LK,80.11,overcast clouds,5.9667,80.4167,Weligama Bay Resort
460,Lincoln,US,85.91,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
461,Brae,GB,50.85,overcast clouds,60.3964,-1.3530000000000002,Busta House Hotel
462,Pangody,RU,43.02,light rain,65.85,74.4859,Elizaveta Shevchuk's House
463,Jacareacanga,BR,68.16,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
465,Kem,RU,34.14,overcast clouds,64.9555,34.5793,Kuzova
466,Katangli,RU,37.56,overcast clouds,51.7102,143.2326,
467,Abonnema,NG,75.24,moderate rain,4.7084,6.7931,Corper's Lodge Obonoma
468,Esfarayen,IR,47.86,clear sky,37.0765,57.5101,دفتر ازدواج 65 : سردفتر ابراهیم برغمدی
469,Poya,NC,83.5,few clouds,-21.35,165.15,
470,Narrabri,AU,61.52,light rain,-30.3167,149.7833,Crossroads Hotel
471,Floro,NO,48.16,overcast clouds,61.5996,5.0328,Kinn Hotell Florø
472,Neryungri,RU,40.32,light rain,56.6709,124.6491,Pyat' Zvozd
473,Caxito,AO,68.2,few clouds,-8.5785,13.6643,
474,Yumen,CN,72.41,clear sky,40.2833,97.2,
475,Bay Roberts,CA,44.33,few clouds,47.5999,-53.2648,Stonewall Inn
476,Merced,US,89.83,broken clouds,37.1666,-120.7516,
477,Pitimbu,BR,77.59,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
478,Tual,ID,84.22,broken clouds,-5.6667,132.75,Grand Vilia Hotel
479,Hudiksvall,SE,41.34,overcast clouds,61.729,17.1036,Best Western Hotell Hudik
480,Turayf,SA,66.45,clear sky,31.6725,38.6637,Turaif
481,Swindon,GB,55.06,broken clouds,51.558,-1.7812,Premier Inn Swindon Central hotel
483,Bitlis,TR,44.4,clear sky,38.5,42.25,Karaman
484,Mana,GF,75.94,overcast clouds,5.6592,-53.7767,LE SAMANA
485,Dulce Nombre De Culmi,HN,70.57,broken clouds,15.1,-85.5333,Hotel Zuniama
486,Puerto El Triunfo,SV,85.12,broken clouds,13.2833,-88.55,Hotel Jardin
487,Vavuniya,LK,79.97,broken clouds,8.7514,80.4971,Thampa Hotel
488,Oskaloosa,US,79.38,clear sky,41.2964,-92.6444,EverSpring Inn & Suites
489,Kunming,CN,53.53,overcast clouds,25.0389,102.7183,昆明佳华广场酒店
490,Dongli,CN,80.58,clear sky,23.5656,116.8194,Chenghai Shizhang Donghuaqiao Hostel
491,Bambanglipuro,ID,82.85,broken clouds,-7.95,110.2833,Puri Brata
492,Umm Lajj,SA,80.71,clear sky,25.0213,37.2685,Moon light Furnished Units
493,Correntina,BR,61.48,overcast clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
494,Mandera,KE,76.48,broken clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
495,Deputatskiy,RU,29.37,overcast clouds,69.3,139.9,Baza Otdykha
496,Nyurba,RU,53.29,few clouds,63.2842,118.3319,"Гостиница ""Comfort"""
497,Bengkulu,ID,81.54,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
498,Borovoy,RU,60.08,clear sky,55.4333,86.0833,Tsimus
499,Atar,MR,83.5,overcast clouds,20.5169,-13.0499,Oumou Elghoura
500,Omboue,GA,75.72,overcast clouds,-1.5746,9.2618,Hotel Olako
501,Quelimane,MZ,71.55,clear sky,-17.8786,36.8883,Hotel Flamingo
502,Mozarlandia,BR,55.47,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
503,Kuliyapitiya,LK,80.28,overcast clouds,7.4688,80.0401,Rest House
504,Yanji,CN,75.92,clear sky,42.9075,129.5078,Holiday Inn Changbaishan Suites
505,Sampit,ID,86.85,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
506,Panguna,PG,80.6,light rain,-6.3164,155.4848,
507,Kaiyuan,CN,71.96,overcast clouds,23.6977,103.3037,Dongqi Hotel
508,Chernyshevskiy,RU,45.73,overcast clouds,63.0128,112.4714,Chernyseyskiy
509,Bara,NG,81.28,overcast clouds,10.3744,10.7288,
510,Tambopata,PE,64.29,overcast clouds,-12.7333,-69.1833,
511,Valdivia,CL,55.49,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
512,Shitanjing,CN,71.62,clear sky,39.2342,106.3439,Yingbin Hotel
513,Lomonosov,RU,37.89,overcast clouds,59.9061,29.7725,Pierhouse
514,Ugoofaaru,MV,83.34,overcast clouds,5.6667,73.0,Ungoofaaru Inn
515,Lata,PT,58.91,overcast clouds,40.1629,-8.3327,Casa Maquia
516,Maragogi,BR,76.82,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
517,Yertarskiy,RU,40.89,light rain,56.7902,64.2995,
518,Grants,US,77.23,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
519,Bossier City,US,85.95,clear sky,32.516,-93.7321,Horseshoe Bossier City
520,Araouane,ML,84.87,clear sky,18.9048,-3.5265,
521,Guerrero Negro,MX,62.01,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
522,Morgan City,US,78.8,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
523,Tadine,NC,76.95,light rain,-21.55,167.8833,
524,Kropotkin,RU,49.55,overcast clouds,45.4375,40.5756,Hotel Europe Kropotkin
525,Nagercoil,IN,79.38,overcast clouds,8.1667,77.4333,JS Homestay
526,Honningsvag,NO,37.15,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
527,Camopi,GF,71.28,light rain,3.1655,-52.3158,La pousada
528,Mogocha,RU,63.37,overcast clouds,53.7333,119.7667,Yalta Inn
529,Trzcianka,PL,59.05,overcast clouds,53.0406,16.4563,Lodges Trzy Stawy
530,Cordoba,AR,54.25,clear sky,-31.4135,-64.1811,Hotel Sussex
531,Vicuna,CL,47.93,few clouds,-30.0319,-70.7081,Los Mosaicos
532,Sterling,US,72.93,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
533,Belem De Sao Francisco,BR,76.12,overcast clouds,-8.7539,-38.9658,Village Hotel
534,Havoysund,NO,37.63,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
535,Ambon,ID,86.14,moderate rain,-3.6954,128.1814,Swiss-Belhotel Ambon
536,Kapit,MY,80.35,broken clouds,2.0167,112.9333,Hotel Meligai Kapit
537,Tianpeng,CN,73.63,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
538,Constitucion,CL,56.05,moderate rain,-35.3333,-72.4167,Hotel Boutique Las Azucenas
539,Mae Hong Son,TH,78.94,mist,19.3003,97.9685,Baiyoke Chalet Hotel
540,Coihaique,CL,36.21,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
541,Artyom,AZ,62.74,few clouds,40.4723,50.333,Pir hos
542,Los Llanos De Aridane,ES,65.95,scattered clouds,28.6585,-17.9182,Valle Aridane
543,Porvoo,FI,46.24,overcast clouds,60.3923,25.6651,Old Town Bed and breakfast Ida-Maria
544,Praia Da Vitoria,PT,56.75,few clouds,38.7333,-27.0667,Hotel Branco I
545,Marienburg,PL,67.12,light rain,54.0359,19.0266,Hotel Centrum Malbork
546,Souillac,MU,73.78,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
547,Vazante,BR,48.72,overcast clouds,-17.9869,-46.9078,Hotel Pousada e Restaurante
548,Necochea,AR,45.68,scattered clouds,-38.5473,-58.7368,dyd -mar Hotel
549,Kununurra,AU,87.78,clear sky,-15.7667,128.7333,Hotel Kununurra
550,Talnakh,RU,38.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
551,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
552,Graneros,CL,55.72,overcast clouds,-34.0667,-70.7333,Campo Escuela Callejones Park
553,Honiara,SB,86.05,clear sky,-9.4333,159.95,Heritage Park Hotel
554,Bon Accord,CA,45.82,overcast clouds,53.8335,-113.4187,
555,Rostovka,RU,53.85,scattered clouds,55.3842,71.8891,
556,Dzilam Gonzalez,MX,81.07,scattered clouds,21.2833,-88.9333,posadas
557,Maymyo,MM,71.17,overcast clouds,22.0333,96.4667,Tiger Hotel
558,Gubbio,IT,57.02,few clouds,43.3545,12.5725,Park Hotel ai Cappuccini
559,Altea,ES,70.3,few clouds,38.5989,-0.0514,Albir Playa Hotel & Spa
560,Kencong,ID,82.4,light rain,-8.2833,113.3667,GUBUK SUGIANTO
561,Gatesville,US,90.36,clear sky,31.4352,-97.7439,Ramada by Wyndham Gatesville N. Fort Hood
562,Anito,PH,86.22,scattered clouds,12.4497,125.2886,El Felix Cottages
563,Yukon,US,85.59,clear sky,35.5067,-97.7625,Hampton Inn Oklahoma City/Yukon
564,Willowmore,ZA,48.38,light rain,-33.2926,23.4895,Jumper's Place
565,Vikhorevka,RU,69.39,scattered clouds,56.1201,101.1636,Pansionat Sosnovyye Rodniki
566,Marrakesh,MA,77.07,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
567,Sabaudia,IT,65.19,clear sky,41.3003,13.0282,Oasi di Kufra
568,Rozkishne,UA,47.3,broken clouds,48.5074,39.3004,Домино
569,Sao Joao Do Paraiso,BR,53.02,broken clouds,-15.3136,-42.0144,Avenida Palace Hotel
570,Andenes,NO,35.58,broken clouds,69.3143,16.1194,Hotell Marena
571,Celestun,MX,81.84,clear sky,20.8667,-90.4,Posada Lilia
572,San Carlos,VE,76.15,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
573,Akureyri,IS,49.93,few clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
574,Sumbe,AO,72.07,clear sky,-11.2061,13.8437,Hotel Ritz Sumbe
575,Shatsk,RU,38.17,scattered clouds,54.0258,41.7119,Turist
576,Abrau-Dyurso,RU,53.06,overcast clouds,44.69,37.59,Avgustin Inn
577,Kulu,TR,41.79,clear sky,39.0951,33.0799,Kapadokya Motel
578,Congonhas,BR,44.87,clear sky,-20.4997,-43.8578,Dinâmica Assessoria Empresarial
579,Port Augusta,AU,63.16,clear sky,-32.5,137.7667,Majestic Oasis Apartments
580,Vanimo,PG,83.03,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
581,Bergen,NO,51.15,broken clouds,60.391999999999996,5.327999999999999,Clarion Collection Hotel Havnekontoret
582,Arman,RU,39.02,light rain,59.7,150.1667,
583,Dong Hoi,VN,82.08,few clouds,17.4833,106.6,Nam Long Hotel
584,Aquiraz,BR,81.18,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
585,Hervey Bay,AU,71.02,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
586,Byron Bay,AU,63.72,light rain,-28.65,153.6167,Backpackers Inn
587,Mehamn,NO,33.71,overcast clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
588,Isla Mujeres,MX,82.17,broken clouds,21.2311,-86.73100000000001,Hotel La Joya Isla Mujeres
589,Zenzeli,RU,50.0,overcast clouds,45.9241,47.0474,"Gostinitsa ""Zvezdnaya"""
590,Berlevag,NO,33.75,overcast clouds,70.8578,29.0864,Kvitbrakka
591,Sayat,TM,69.67,clear sky,38.7839,63.8803,
592,Madison,US,81.75,clear sky,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
593,Alibag,IN,86.07,overcast clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
594,Vangaindrano,MG,64.06,scattered clouds,-23.35,47.6,Hotel Fanilo
595,Uptar,RU,32.83,light snow,59.75,150.9167,"Detskiy Ozdorovitel'nyy Tsentr ""Patriot"""
596,Oksfjord,NO,37.58,overcast clouds,70.2396,22.3479,
597,Anzio,IT,67.35,clear sky,41.4853,12.6179,Hotel Lido Garda
598,Luena,AO,54.52,clear sky,-11.7833,19.9167,Hotel Kandamba
599,Sulangan,PH,84.04,few clouds,11.1373,123.7228,Maia's Beach Resort
600,Grand-Santi,GF,71.98,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
601,Bad Durkheim,DE,68.79,overcast clouds,49.4686,8.1664,Gartenhotel Heusser
602,Kirakira,SB,84.02,scattered clouds,-10.4544,161.9205,SanBiz Lodge
603,Ucluelet,CA,55.71,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
604,Fort Nelson,CA,58.59,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
605,Alice Springs,AU,69.22,clear sky,-23.7,133.8833,Desert Palms Alice Springs
606,Alberton,CA,50.13,overcast clouds,46.8168,-64.0654,La Petite France B&B
607,Ossora,RU,38.75,overcast clouds,59.2353,163.0719,
608,Dunedin,NZ,47.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
609,San Rafael,AR,52.25,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
610,Najran,SA,74.05,clear sky,17.4924,44.1277,محمد هادي ال فطيح
611,Bilibino,RU,39.31,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
612,Yetkul,RU,44.73,scattered clouds,54.8221,61.588,Баден-Баден Термы Еткуль
613,Darhan,MN,72.9,scattered clouds,49.4867,105.9228,Buudai Hotel
614,Grande Prairie,CA,42.98,broken clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
615,Puksoozero,RU,30.56,overcast clouds,62.5903,40.6066,
616,Talcahuano,CL,56.88,overcast clouds,-36.7167,-73.1167,departamento comodo
617,Poum,NC,78.08,clear sky,-20.2333,164.0167,
618,Boca Do Acre,BR,66.15,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
619,Maldonado,UY,44.22,clear sky,-34.6667,-54.9167,La Cimarrona
620,Ariquemes,BR,61.25,broken clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
621,General Pico,AR,44.58,clear sky,-35.6566,-63.7568,Euskadi Hotel
622,Along,IN,67.68,overcast clouds,28.1667,94.7667,Hotel West
623,Sampang,ID,83.37,light rain,-7.1872,113.2394,sekretariat IKA STAIN
624,Minab,IR,80.92,clear sky,27.1467,57.0801,Bam campground
625,Thiadiaye,SN,72.41,broken clouds,14.4205,-16.7056,
626,San Jose,US,75.88,smoke,37.3394,-121.895,The Westin San Jose
627,Karachi,PK,82.22,smoke,24.9056,67.0822,Sadaat
628,Ayan,RU,34.39,overcast clouds,56.45,138.1667,Gostinitsa
629,Shizunai,JP,55.47,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
630,Cockburn Town,TC,80.44,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
631,Berea,US,76.26,broken clouds,41.3662,-81.8543,Comfort Inn Cleveland Airport
632,Santander,ES,66.31,overcast clouds,43.4647,-3.8044,Abba Santander Hotel
633,Hanzhong,CN,72.5,overcast clouds,33.0728,107.0303,Guorui Hotel
634,Mogok,MM,75.36,broken clouds,22.9167,96.5,MOGOK HILL HOTEL
635,Ottumwa,US,79.36,clear sky,41.02,-92.4113,Hampton Inn Ottumwa
636,Roma,US,53.96,scattered clouds,43.2128,-75.4557,Wingate By Wyndham Rome
637,Pervomaysk,UA,48.45,scattered clouds,48.0443,30.8507,Hotelʹ Yevrolider
638,Puerto Maldonado,PE,64.76,overcast clouds,-12.6,-69.1833,Wasai Hotel
639,Nangomba,TZ,67.77,broken clouds,-10.9,38.5,
640,Quatre Cocos,MU,73.51,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
642,Utrecht,NL,55.98,overcast clouds,52.0,5.25,Night Dijk
643,Vaxjo,SE,53.65,broken clouds,56.8777,14.8091,Elite Stadshotellet Vaxjo
644,Uzunovo,RU,36.99,clear sky,54.5386,38.6173,
645,Atikokan,CA,48.36,overcast clouds,48.7555,-91.6216,Quetico Inn (formerly Radisson)
646,Rawson,AR,52.52,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
647,Adelaide,AU,61.41,few clouds,-34.9333,138.6,The Chancellor on Currie
648,Aranda De Duero,ES,63.12,overcast clouds,41.6704,-3.6892,Hotel Villa de Aranda
649,Vardo,NO,33.78,overcast clouds,70.3705,31.1107,Vardø Hotel AS
650,Omsukchan,RU,36.19,overcast clouds,62.5333,155.8,
